C¢digo;Descriá∆o;Data In°cio;Data Fim;Ato Legal In°cio;N£mero;Ano
5510.30.19;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5510.30.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5510.90;- Outros fios;01/04/2022;31/12/9999;Res Camex;272;2021
5510.90.1;Obtidos a partir de fibras de celulose;01/04/2022;31/12/9999;Res Camex;272;2021
5510.90.11;De raiom viscose, exceto modal;01/04/2022;31/12/9999;Res Camex;272;2021
5510.90.12;De modal;01/04/2022;31/12/9999;Res Camex;272;2021
5510.90.13;De liocel;01/04/2022;31/12/9999;Res Camex;272;2021
5510.90.19;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5510.90.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
55.11;Fios de fibras sintÇticas ou artificiais, descont°nuas (exceto linhas para costurar), acondicionados para venda a retalho.;01/04/2022;31/12/9999;Res Camex;272;2021
5511.10.00;- De fibras sintÇticas descont°nuas, que contenham pelo menos 85ˇ%, em peso, destas fibras;01/04/2022;31/12/9999;Res Camex;272;2021
5511.20.00;- De fibras sintÇticas descont°nuas, que contenham menos de 85ˇ%, em peso, destas fibras;01/04/2022;31/12/9999;Res Camex;272;2021
5511.30.00;- De fibras artificiais descont°nuas;01/04/2022;31/12/9999;Res Camex;272;2021
55.12;Tecidos de fibras sintÇticas descont°nuas, que contenham pelo menos 85ˇ%, em peso, destas fibras.;01/04/2022;31/12/9999;Res Camex;272;2021
5512.1;- Que contenham pelo menos 85ˇ%, em peso, de fibras descont°nuas de poliÇster:;01/04/2022;31/12/9999;Res Camex;272;2021
5512.11.00;-- Crus ou branqueados;01/04/2022;31/12/9999;Res Camex;272;2021
5512.19.00;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5512.2;- Que contenham pelo menos 85ˇ%, em peso, de fibras descont°nuas acr°licas ou modacr°licas:;01/04/2022;31/12/9999;Res Camex;272;2021
5512.21.00;-- Crus ou branqueados;01/04/2022;31/12/9999;Res Camex;272;2021
5512.29.00;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5512.9;- Outros:;01/04/2022;31/12/9999;Res Camex;272;2021
5512.91;-- Crus ou branqueados;01/04/2022;31/12/9999;Res Camex;272;2021
5512.91.10;De aramidas;01/04/2022;31/12/9999;Res Camex;272;2021
5512.91.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5512.99;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5512.99.10;De aramidas;01/04/2022;31/12/9999;Res Camex;272;2021
5512.99.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
55.13;Tecidos de fibras sintÇticas descont°nuas, que contenham menos de 85ˇ%, em peso, destas fibras, combinados, principal ou unicamente, com algod∆o, de peso n∆o superior a 170ˇg/m2.;01/04/2022;31/12/9999;Res Camex;272;2021
5513.1;- Crus ou branqueados:;01/04/2022;31/12/9999;Res Camex;272;2021
5513.11.00;-- De fibras descont°nuas de poliÇster, em ponto de tafet†;01/04/2022;31/12/9999;Res Camex;272;2021
5513.12.00;-- De fibras descont°nuas de poliÇster, em ponto sarjado, incluindo o diagonal, cuja relaá∆o de textura n∆o seja superior aˇ4;01/04/2022;31/12/9999;Res Camex;272;2021
5513.13.00;-- Outros tecidos de fibras descont°nuas de poliÇster;01/04/2022;31/12/9999;Res Camex;272;2021
5513.19.00;-- Outros tecidos;01/04/2022;31/12/9999;Res Camex;272;2021
5513.2;- Tintos:;01/04/2022;31/12/9999;Res Camex;272;2021
5513.21.00;-- De fibras descont°nuas de poliÇster, em ponto de tafet†;01/04/2022;31/12/9999;Res Camex;272;2021
5513.23;-- Outros tecidos de fibras descont°nuas de poliÇster;01/04/2022;31/12/9999;Res Camex;272;2021
5513.23.10;Em ponto sarjado, incluindo o diagonal, cuja relaá∆o de textura n∆o seja superior aˇ4;01/04/2022;31/12/9999;Res Camex;272;2021
5513.23.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5513.29.00;-- Outros tecidos;01/04/2022;31/12/9999;Res Camex;272;2021
5513.3;- De fios de diversas cores:;01/04/2022;31/12/9999;Res Camex;272;2021
5513.31.00;-- De fibras descont°nuas de poliÇster, em ponto de tafet†;01/04/2022;31/12/9999;Res Camex;272;2021
5513.39;-- Outros tecidos;01/04/2022;31/12/9999;Res Camex;272;2021
5513.39.1;De fibras descont°nuas de poliÇster;01/04/2022;31/12/9999;Res Camex;272;2021
5513.39.11;Em ponto sarjado, incluindo o diagonal, cuja relaá∆o de textura n∆o seja superior aˇ4;01/04/2022;31/12/9999;Res Camex;272;2021
5513.39.19;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5513.39.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5513.4;- Estampados:;01/04/2022;31/12/9999;Res Camex;272;2021
5513.41.00;-- De fibras descont°nuas de poliÇster, em ponto de tafet†;01/04/2022;31/12/9999;Res Camex;272;2021
5513.49;-- Outros tecidos;01/04/2022;31/12/9999;Res Camex;272;2021
5513.49.1;De fibras descont°nuas de poliÇster;01/04/2022;31/12/9999;Res Camex;272;2021
5513.49.11;Em ponto sarjado, incluindo o diagonal, cuja relaá∆o de textura n∆o seja superior aˇ4;01/04/2022;31/12/9999;Res Camex;272;2021
5513.49.19;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5513.49.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
55.14;Tecidos de fibras sintÇticas descont°nuas, que contenham menos de 85ˇ%, em peso, destas fibras, combinados, principal ou unicamente, com algod∆o, de peso superior a 170ˇg/m2.;01/04/2022;31/12/9999;Res Camex;272;2021
5514.1;- Crus ou branqueados:;01/04/2022;31/12/9999;Res Camex;272;2021
5514.11.00;-- De fibras descont°nuas de poliÇster, em ponto de tafet†;01/04/2022;31/12/9999;Res Camex;272;2021
5514.12.00;-- De fibras descont°nuas de poliÇster, em ponto sarjado, incluindo o diagonal, cuja relaá∆o de textura n∆o seja superior aˇ4;01/04/2022;31/12/9999;Res Camex;272;2021
5514.19;-- Outros tecidos;01/04/2022;31/12/9999;Res Camex;272;2021
5514.19.10;De fibras descont°nuas de poliÇster;01/04/2022;31/12/9999;Res Camex;272;2021
5514.19.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5514.2;- Tintos:;01/04/2022;31/12/9999;Res Camex;272;2021
5514.21.00;-- De fibras descont°nuas de poliÇster, em ponto de tafet†;01/04/2022;31/12/9999;Res Camex;272;2021
5514.22.00;-- De fibras descont°nuas de poliÇster, em ponto sarjado, incluindo o diagonal, cuja relaá∆o de textura n∆o seja superior aˇ4;01/04/2022;31/12/9999;Res Camex;272;2021
5514.23.00;-- Outros tecidos de fibras descont°nuas de poliÇster;01/04/2022;31/12/9999;Res Camex;272;2021
5514.29.00;-- Outros tecidos;01/04/2022;31/12/9999;Res Camex;272;2021
5514.30;- De fios de diversas cores;01/04/2022;31/12/9999;Res Camex;272;2021
5514.30.1;De fibras descont°nuas de poliÇster;01/04/2022;31/12/9999;Res Camex;272;2021
5514.30.11;Em ponto de tafet†;01/04/2022;31/12/9999;Res Camex;272;2021
5514.30.12;Em ponto sarjado, incluindo o diagonal, cuja relaá∆o de textura n∆o seja superior aˇ4;01/04/2022;31/12/9999;Res Camex;272;2021
5514.30.19;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5514.30.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5514.4;- Estampados:;01/04/2022;31/12/9999;Res Camex;272;2021
5514.41.00;-- De fibras descont°nuas de poliÇster, em ponto de tafet†;01/04/2022;31/12/9999;Res Camex;272;2021
5514.42.00;-- De fibras descont°nuas de poliÇster, em ponto sarjado, incluindo o diagonal, cuja relaá∆o de textura n∆o seja superior aˇ4;01/04/2022;31/12/9999;Res Camex;272;2021
5514.43.00;-- Outros tecidos de fibras descont°nuas de poliÇster;01/04/2022;31/12/9999;Res Camex;272;2021
5514.49.00;-- Outros tecidos;01/04/2022;31/12/9999;Res Camex;272;2021
55.15;Outros tecidos de fibras sintÇticas descont°nuas.;01/04/2022;31/12/9999;Res Camex;272;2021
5515.1;- De fibras descont°nuas de poliÇster:;01/04/2022;31/12/9999;Res Camex;272;2021
5515.11.00;-- Combinadas, principal ou unicamente, com fibras descont°nuas de raiom viscose;01/04/2022;31/12/9999;Res Camex;272;2021
5515.12.00;-- Combinadas, principal ou unicamente, com filamentos sintÇticos ou artificiais;01/04/2022;31/12/9999;Res Camex;272;2021
5515.13.00;-- Combinadas, principal ou unicamente, com l∆ ou pelos finos;01/04/2022;31/12/9999;Res Camex;272;2021
5515.19.00;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5515.2;- De fibras descont°nuas acr°licas ou modacr°licas:;01/04/2022;31/12/9999;Res Camex;272;2021
5515.21.00;-- Combinadas, principal ou unicamente, com filamentos sintÇticos ou artificiais;01/04/2022;31/12/9999;Res Camex;272;2021
5515.22.00;-- Combinadas, principal ou unicamente, com l∆ ou pelos finos;01/04/2022;31/12/9999;Res Camex;272;2021
5515.29.00;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5515.9;- Outros tecidos:;01/04/2022;31/12/9999;Res Camex;272;2021
5515.91.00;-- Combinados, principal ou unicamente, com filamentos sintÇticos ou artificiais;01/04/2022;31/12/9999;Res Camex;272;2021
5515.99;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5515.99.10;Combinados, principal ou unicamente, com l∆ ou pelos finos;01/04/2022;31/12/9999;Res Camex;272;2021
5515.99.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
55.16;Tecidos de fibras artificiais descont°nuas.;01/04/2022;31/12/9999;Res Camex;272;2021
5516.1;- Que contenham pelo menos 85ˇ%, em peso, de fibras artificiais descont°nuas:;01/04/2022;31/12/9999;Res Camex;272;2021
5516.11.00;-- Crus ou branqueados;01/04/2022;31/12/9999;Res Camex;272;2021
5516.12.00;-- Tintos;01/04/2022;31/12/9999;Res Camex;272;2021
5516.13.00;-- De fios de diversas cores;01/04/2022;31/12/9999;Res Camex;272;2021
5516.14.00;-- Estampados;01/04/2022;31/12/9999;Res Camex;272;2021
5516.2;- Que contenham menos de 85ˇ%, em peso, de fibras artificiais descont°nuas, combinadas, principal ou unicamente, com filamentos sintÇticos ou artificiais:;01/04/2022;31/12/9999;Res Camex;272;2021
5516.21.00;-- Crus ou branqueados;01/04/2022;31/12/9999;Res Camex;272;2021
5516.22.00;-- Tintos;01/04/2022;31/12/9999;Res Camex;272;2021
5516.23.00;-- De fios de diversas cores;01/04/2022;31/12/9999;Res Camex;272;2021
5516.24.00;-- Estampados;01/04/2022;31/12/9999;Res Camex;272;2021
5516.3;- Que contenham menos de 85ˇ%, em peso, de fibras artificiais descont°nuas, combinadas, principal ou unicamente, com l∆ ou pelos finos:;01/04/2022;31/12/9999;Res Camex;272;2021
5516.31.00;-- Crus ou branqueados;01/04/2022;31/12/9999;Res Camex;272;2021
5516.32.00;-- Tintos;01/04/2022;31/12/9999;Res Camex;272;2021
5516.33.00;-- De fios de diversas cores;01/04/2022;31/12/9999;Res Camex;272;2021
5516.34.00;-- Estampados;01/04/2022;31/12/9999;Res Camex;272;2021
5516.4;- Que contenham menos de 85ˇ%, em peso, de fibras artificiais descont°nuas, combinadas, principal ou unicamente, com algod∆o:;01/04/2022;31/12/9999;Res Camex;272;2021
5516.41.00;-- Crus ou branqueados;01/04/2022;31/12/9999;Res Camex;272;2021
5516.42.00;-- Tintos;01/04/2022;31/12/9999;Res Camex;272;2021
5516.43.00;-- De fios de diversas cores;01/04/2022;31/12/9999;Res Camex;272;2021
5516.44.00;-- Estampados;01/04/2022;31/12/9999;Res Camex;272;2021
5516.9;- Outros:;01/04/2022;31/12/9999;Res Camex;272;2021
5516.91.00;-- Crus ou branqueados;01/04/2022;31/12/9999;Res Camex;272;2021
5516.92.00;-- Tintos;01/04/2022;31/12/9999;Res Camex;272;2021
5516.93.00;-- De fios de diversas cores;01/04/2022;31/12/9999;Res Camex;272;2021
5516.94.00;-- Estampados;01/04/2022;31/12/9999;Res Camex;272;2021
56;"Pastas (ouates), feltros e falsos tecidos (tecidos n∆o tecidos); fios especiais; cordÇis, cordas e cabos; artigos de cordoaria.";01/04/2022;31/12/9999;Res Camex;272;2021
56.01;"Pastas (ouates) de matÇrias tàxteis e artigos destas pastas (ouates); fibras tàxteis de comprimento n∆o superior a 5ˇmm (tontisses), n¢s e bolotas (borbotos*) de matÇrias tàxteis.";01/04/2022;31/12/9999;Res Camex;272;2021
5601.2;- Pastas (ouates) de matÇrias tàxteis e artigos destas pastas (ouates):;01/04/2022;31/12/9999;Res Camex;272;2021
5601.21;-- De algod∆o;01/04/2022;31/12/9999;Res Camex;272;2021
5601.21.10;Pastas (ouates);01/04/2022;31/12/9999;Res Camex;272;2021
5601.21.90;Outros artigos de pastas (ouates);01/04/2022;31/12/9999;Res Camex;272;2021
5601.22;-- De fibras sintÇticas ou artificiais;01/04/2022;31/12/9999;Res Camex;272;2021
5601.22.1;Pastas (ouates);01/04/2022;31/12/9999;Res Camex;272;2021
5601.22.11;De aramidas;01/04/2022;31/12/9999;Res Camex;272;2021
5601.22.19;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
5601.22.9;Outros artigos de pastas ( ouates);01/04/2022;31/12/9999;Res Camex;272;2021
5601.22.91;Cilindros para filtros de cigarros;01/04/2022;31/12/9999;Res Camex;272;2021
5601.22.99;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5601.29.00;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5601.30;- Tontisses, n¢s e bolotas (borbotos*) de matÇrias tàxteis;01/04/2022;31/12/9999;Res Camex;272;2021
5601.30.10;De aramidas;01/04/2022;31/12/9999;Res Camex;272;2021
5601.30.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
56.02;Feltros, mesmo impregnados, revestidos, recobertos ou estratificados.;01/04/2022;31/12/9999;Res Camex;272;2021
5602.10.00;- Feltros agulhados e artigos obtidos por costura por entrelaáamento (cousus-tricotÇs);01/04/2022;31/12/9999;Res Camex;272;2021
5602.2;- Outros feltros, n∆o impregnados, nem revestidos, nem recobertos, nem estratificados:;01/04/2022;31/12/9999;Res Camex;272;2021
5602.21.00;-- De l∆ ou de pelos finos;01/04/2022;31/12/9999;Res Camex;272;2021
5602.29.00;-- De outras matÇrias tàxteis;01/04/2022;31/12/9999;Res Camex;272;2021
5602.90.00;- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
56.03;Falsos tecidos (tecidos n∆o tecidos), mesmo impregnados, revestidos, recobertos ou estratificados.;01/04/2022;31/12/9999;Res Camex;272;2021
5603.1;- De filamentos sintÇticos ou artificiais:;01/04/2022;31/12/9999;Res Camex;272;2021
5603.11;-- De peso n∆o superior a 25ˇg/m2;01/04/2022;31/12/9999;Res Camex;272;2021
5603.11.10;De aramidas;01/04/2022;31/12/9999;Res Camex;272;2021
5603.11.20;De poliÇster;01/04/2022;31/12/9999;Res Camex;272;2021
5603.11.30;De polipropileno;01/04/2022;31/12/9999;Res Camex;272;2021
5603.11.40;De raiom viscose;01/04/2022;31/12/9999;Res Camex;272;2021
5603.11.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5603.12;-- De peso superior a 25ˇg/m2, mas n∆o superior a 70ˇg/m2;01/04/2022;31/12/9999;Res Camex;272;2021
5603.12.10;De polietileno de alta densidade;01/04/2022;31/12/9999;Res Camex;272;2021
5603.12.20;De aramidas;01/04/2022;31/12/9999;Res Camex;272;2021
5603.12.30;De poliÇster;01/04/2022;31/12/9999;Res Camex;272;2021
5603.12.40;De polipropileno;01/04/2022;31/12/9999;Res Camex;272;2021
5603.12.50;De raiom viscose;01/04/2022;31/12/9999;Res Camex;272;2021
5603.12.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5603.13;-- De peso superior a 70ˇg/m2, mas n∆o superior a 150ˇg/m2;01/04/2022;31/12/9999;Res Camex;272;2021
5603.13.10;De polietileno de alta densidade;01/04/2022;31/12/9999;Res Camex;272;2021
5603.13.20;De aramidas;01/04/2022;31/12/9999;Res Camex;272;2021
5603.13.30;De poliÇster;01/04/2022;31/12/9999;Res Camex;272;2021
5603.13.40;De polipropileno;01/04/2022;31/12/9999;Res Camex;272;2021
5603.13.50;De raiom viscose;01/04/2022;31/12/9999;Res Camex;272;2021
5603.13.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5603.14;-- De peso superior a 150ˇg/m2;01/04/2022;31/12/9999;Res Camex;272;2021
5603.14.10;De aramidas;01/04/2022;31/12/9999;Res Camex;272;2021
5603.14.20;De poliÇster;01/04/2022;31/12/9999;Res Camex;272;2021
5603.14.30;De polipropileno;01/04/2022;31/12/9999;Res Camex;272;2021
5603.14.40;De raiom viscose;01/04/2022;31/12/9999;Res Camex;272;2021
5603.14.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5603.9;- Outros:;01/04/2022;31/12/9999;Res Camex;272;2021
5603.91;-- De peso n∆o superior a 25ˇg/m2;01/04/2022;31/12/9999;Res Camex;272;2021
5603.91.10;De poliÇster;01/04/2022;31/12/9999;Res Camex;272;2021
5603.91.20;De polipropileno;01/04/2022;31/12/9999;Res Camex;272;2021
5603.91.30;De raiom viscose;01/04/2022;31/12/9999;Res Camex;272;2021
5603.91.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5603.92;-- De peso superior a 25ˇg/m2, mas n∆o superior a 70ˇg/m2;01/04/2022;31/12/9999;Res Camex;272;2021
5603.92.10;De polietileno de alta densidade;01/04/2022;31/12/9999;Res Camex;272;2021
5603.92.20;De poliÇster;01/04/2022;31/12/9999;Res Camex;272;2021
5603.92.30;De polipropileno;01/04/2022;31/12/9999;Res Camex;272;2021
5603.92.40;De raiom viscose;01/04/2022;31/12/9999;Res Camex;272;2021
5603.92.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5603.93;-- De peso superior a 70ˇg/m2, mas n∆o superior a 150ˇg/m2;01/04/2022;31/12/9999;Res Camex;272;2021
5603.93.10;De polietileno de alta densidade;01/04/2022;31/12/9999;Res Camex;272;2021
5603.93.20;De poliÇster;01/04/2022;31/12/9999;Res Camex;272;2021
5603.93.30;De polipropileno;01/04/2022;31/12/9999;Res Camex;272;2021
5603.93.40;De raiom viscose;01/04/2022;31/12/9999;Res Camex;272;2021
5603.93.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5603.94;-- De peso superior a 150ˇg/m2;01/04/2022;31/12/9999;Res Camex;272;2021
5603.94.10;De poliÇster;01/04/2022;31/12/9999;Res Camex;272;2021
5603.94.20;De polipropileno;01/04/2022;31/12/9999;Res Camex;272;2021
5603.94.30;De raiom viscose;01/04/2022;31/12/9999;Res Camex;272;2021
5603.94.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
56.04;"Fios e cordas, de borracha, recobertos de tàxteis; fios tàxteis, lÉminas e formas semelhantes das posiá‰es 54.04 ou 54.05, impregnados, revestidos, recobertos ou embainhados de borracha ou de pl†stico.";01/04/2022;31/12/9999;Res Camex;272;2021
5604.10.00;- Fios e cordas, de borracha, recobertos de tàxteis;01/04/2022;31/12/9999;Res Camex;272;2021
5604.90;- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5604.90.10;Imitaá‰es de categute constitu°das por fios de seda;01/04/2022;31/12/9999;Res Camex;272;2021
5604.90.2;Fios de alta tenacidade, de poliÇsteres, n†ilon ou de outras poliamidas, ou de raiom viscose, impregnados ou revestidos;01/04/2022;31/12/9999;Res Camex;272;2021
5604.90.21;Com borracha;01/04/2022;31/12/9999;Res Camex;272;2021
5604.90.22;Com pl†stico;01/04/2022;31/12/9999;Res Camex;272;2021
5604.90.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5605.00;Fios met†licos e fios metalizados, mesmo revestidos por enrolamento, constitu°dos por fios tàxteis, lÉminas ou formas semelhantes das posiá‰es 54.04 ou 54.05, combinados com metal sob a forma de fios, de lÉminas ou de p¢s, ou recobertos de metal.;01/04/2022;31/12/9999;Res Camex;272;2021
5605.00.10;Com metais preciosos;01/04/2022;31/12/9999;Res Camex;272;2021
5605.00.20;Revestidos por enrolamento, exceto com metais preciosos;01/04/2022;31/12/9999;Res Camex;272;2021
5605.00.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5606.00.00;"Fios revestidos por enrolamento, lÉminas e formas semelhantes das posiá‰es 54.04 ou 54.05, revestidas por enrolamento, exceto os da posiá∆o 56.05 e os fios de crina revestidos por enrolamento; fios de froco (chenille); fios denominados ""de cadeia"" (chaånette).";01/04/2022;31/12/9999;Res Camex;272;2021
56.07;CordÇis, cordas e cabos, entranáados ou n∆o, mesmo impregnados, revestidos, recobertos ou embainhados de borracha ou de pl†stico.;01/04/2022;31/12/9999;Res Camex;272;2021
5607.2;- De sisal ou de outras fibras tàxteis do gànero Agave:;01/04/2022;31/12/9999;Res Camex;272;2021
5607.21.00;-- CordÇis para atadeiras ou enfardadeiras;01/04/2022;31/12/9999;Res Camex;272;2021
5607.29.00;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5607.4;- De polietileno ou de polipropileno:;01/04/2022;31/12/9999;Res Camex;272;2021
5607.41.00;-- CordÇis para atadeiras ou enfardadeiras;01/04/2022;31/12/9999;Res Camex;272;2021
5607.49.00;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5607.50;- De outras fibras sintÇticas;01/04/2022;31/12/9999;Res Camex;272;2021
5607.50.1;De poliamidas;01/04/2022;31/12/9999;Res Camex;272;2021
5607.50.11;De n†ilon;01/04/2022;31/12/9999;Res Camex;272;2021
5607.50.19;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5607.50.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5607.90;- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
5607.90.10;De algod∆o;01/04/2022;31/12/9999;Res Camex;272;2021
5607.90.20;De juta, inferior ao n£mero mÇtrico 0,75 por fio simples;01/04/2022;31/12/9999;Res Camex;272;2021
5607.90.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
56.08;"Redes de malhas com n¢s, em panos ou em peáa, obtidas a partir de cordÇis, cordas ou cabos; redes confeccionadas para a pesca e outras redes confeccionadas, de matÇrias tàxteis.";01/04/2022;31/12/9999;Res Camex;272;2021
